15,Aunty Marls Dog Friendly Holiday Cottage,x,,,yamba,,New South Wales,2464,0,aunty-marls-dog-friendly-holiday-cottage,(02) 6645 8721,0,0,info@creativeweblogic.net,,aunty marl,Aunty Marls,1,0,x,"Feel like getting away but don't want to leave your beloved pooch with friend's or family. Well don't,bring them along they'll love it. Yamba has it's own dog friendly beach where the tree's meet the sea, they can chase all the seagulls they want.
The cottage is well cleaned after every visitor. Your best mate can hang out with you inside as the cottage is fully tiled. If you feel like going out for lunch without your mate, they'll be alright hanging out in the fully fenced backyard. I thought I should mention that Yamba is human friendly also, so come check it out.",933,New,0
16,Twin Pines Motel Yamba,9 Wooli St,,,Yamba,,New South Wales,2464,0,twin-pines-motel-yamba,(02) 6645 8055,0,(02) 6645 8050,stay@yambatwinpines.com.au,www.yambatwinpines.com.au,x,stay@yambatwinpines.com.au,1,0,x,"This Motel is situated within walking distance of Yamba's main street where you can find just about anything your after, including Yamba Bowling Club directly opposite. If you don't feel like going  out, just lay back in your Air-conditioned room or choose one our activities such as Wireless internet, Austar or have a barbeque overlooking our tropical pool. If you want to treat yourself ask about our Ocean view Apartment.      ",933,New,0
17,Scorpio Holiday Units,14 Ocean Street,,,Yamba,,New South Wales,2464,0,scorpio-holiday-units,(02) 6646 2321,0,0,bigray@tpg.com.au,#,Big Ray,bigray@tpg.com.au,1,0,x,"Scorpio Holiday Units are among Yamba's exclusive Ocean st. With spacious two bedroom units and Northeast facing balconies, kick back with all the creature comforts available such as-tv, vcr,microwave and barbeque.Don't feel like staying it's only a short walk to Restaurant's,Cafe's and beaches.",933,New,0
18,Yamba Waters Holiday Park,Golding Street,,,Yamba,,New South Wales,2464,0,yamba-waters-holiday-park,(02) 6646 2930,0,(02) 6646 2905,yambawaters@freespiritresorts.com.au,www.yambawaters.com.au,xx,yambawaters@freespiritresorts.com.au,1,0,x,"Situated 30 seconds off yamba's main road and two minute drive from beaches is heaven for any family or group check it out we've got. 
• Accommodation • Caravan & Camping sites - Ensuite & powered sites• 2 swimming pools (1 with spa) • Tidal salt water lagoon • Camp Kitchen• BBQ Areas • Children’s playgrounds • TV Room • Games Room • Internet Cafe
Feel like getting out  Yamba's at your doorstep,Win win situation.",933,New,0
19,Suncrest Unit 2,2/2 Ocean Street,,,Yamba,,New South Wales,2464,0,suncrest-unit-2,(02) 6646 2400,0,(02) 6646 1599,holiday@nationwide-yamba.com.au,www.visityamba.com.au/ybi?agent=YAMPRD&mod=site-ipage1&Code=62,me,holiday@nationwide-yamba.com.au,1,0,x,"UNIT 2
Check out this glorious view,doesn't get any better than this. Immaculate luxury unit that sleeps six people has two bathrooms and parking for two cars and a boat. 
Perfect for a few friends to getaway or spend it with loved one's the choice is yours.",933,New,0
20,Sandilands,55 Clarence Street,,,Yamba,,Queensland,2464,0,sandilands,(02) 6646 2321,(02) 6646 2321,(02) 6646 1583,iat@austarnet.com.au,www.yambansw.net,unknown,iat@austarnet.com.au,1,0,x,"Sandilands situated Yamba Hill has outstanding view overlooking one of Yamba's favorite surf beaches,Pippi Beach.

With two bedroom units bring the family or get your mates together for a surfing holiday.",933,New,0
21,Surf Motel,2 Queen Street,,,Yamba,,New South Wales,2464,0,surf-motel,(02) 6646 2200,(02) 6646 2200,(02) 6646 1955,surf.motel@yambansw.net,surf-motel@yambansw.net,unknown,surf.motel@yambansw.net,1,0,x,"Surf Motel is placed in a beautiful position overlooking Main beach, Lighthouse and Iluka.
Short walk to Pippi's Cafe or the Pacific hotel with the Restaurants and Cafe's  just down the hill.",933,New,0
22,Yamba YHA Backpacker Beach Resort,26 Coldstream St,,,Yamba,,New South Wales,2464,0,yamba-yha-backpacker-beach-resort,(02) 6646 3997,(02) 6646 3997,Fax (02) 6645 2284,yambabackpackers@bigpond.com,www.yambabackpackers.com.au,unknown,yambabackpackers@bigpond.com,1,0,x,"The newest edition to Yamba is set up to cater for just about anything. It's smack bam in the middle of Yamba with it's multi share to family ensuites, It' own licenced bar and  cafe open for breakfast through to dinner. On the next floor you can enjoy our entertainment deck, float around our exclusive swimming pool perched above Yamba's main street. Step up on our roof deck if  feel like getting a tan with panoramic views of Yamba. We've got it all including – Undercover parking with lift, disabled rooms and bathroom facilities, bbq, laundry, communal kitchen, tv and reading, on site 24 hour managers, 24 internet cafe, free tea and coffee.
You can also step outside and explore Yamba's many beaches or cafe's, there's also fishing and for the surfers Angourie's only a 5 minute drive away.
Hours of operation:-
Reception: 8am to 9pm
Internet Café: 24 hours
Licensed Bar: 10am to 10pm
Café: 7am to 10pm",933,New,0
23,Moby Dick Motel,27-28 Yamba Road,,,Yamba,,New South Wales,2464,0,moby-dick-motel,(02) 6646 2196,(02) 6646 2196,(02) 6646 1383,reception@mobydick.com.au,www.mobydick.com.au,Moby,reception@mobydick.com.au,1,0,x,"Moby Dick, by far one of the best waterfront Motel Resorts the Clarence River has to offer, with first class views to rival anywhere in Australia. Units feature a  private balcony , with self contained kitchens in every room and some having spa's. This is the perfect holiday for families or couples with all Yamba's beauty at your doorstep. We also do Wedding Ceremony packages for that special day. ",933,New,0
24,Blue Dolphin Holiday Resort,Yamba Road ,,,Yamba,,New South Wales,2464,0,blue-dolphin-holiday-resort,02 6646 2194,040 220 7833,02 6646 2274,bluedolphin@freespiritresorts.com.au,www.bluedolphin.com.au,S. Moore,,1,0,80 108 493 198,,933,New,0
25,,scqazdx,,,d9v07z,,Northern Territory,0,0,,469338356451,kpr8fcz,fo2ew48t,nickterp@gmailwe.com,https://stanford.io/3FXszd0?h=d9b207df9fb063fda5adc9d90c12ba14&,50qngi,1ysglgx,1,0,30hx0h2u,,3737,New,0
26,Hello World! https://wclg8h.com?hs=e7bc9a96d9c31e799067b76b1626c02b&,xc83u5,,,66e5ss,,Northern Territory,14710,0,hello-world-https//wclg8hcomhse7bc9a96d9c31e799067,56397773972,56397773972,e5raaj,x01mp3rx0z@mailto.plus,im6j3w,vh6gns,PYXaB4h{,1,0,u8nw90,,3737,New,0
27,Dino,"RM 204, 41 Fisher ST, Petersham",,,Petersham,,New South Wales,2049,0,dino,61474539524,280033457,280033457,danielruul78@gmail.com,creativeweblogic.site,Daniel P Ruul,DickSux5841,1,0,xx,,1,New,0
28,Dino,"RM 204, 41 Fisher ST, Petersham",,,Petersham,,New South Wales,2049,0,dino,61474539524,280033457,280033457,danielruul78@gmail.com,creativeweblogic.site,Daniel P Ruul,DickSux5841,1,0,xx,,1,New,0
29,Dino,"RM 204, 41 Fisher ST, Petersham",,,Petersham,,New South Wales,2049,0,dino,61474539524,280033457,280033457,danielruul78@gmail.com,creativeweblogic.site,Daniel P Ruul,DickSux5841,1,0,xx,,1,New,0
30,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
31,HCJxVRkB,IRjXJBYvtHTld,,,GsXjwZntC,,Northern Territory,0,0,hcjxvrkb,2367332612,5732210847,uIxSvQJyZREkF,fanwipavuc@outlook.com,LZiomKqlU,ZBMxgFNdSQLXTGeW,RyPsfhckKbqexN,1,0,VAryXlHZcipPC,,932,New,0
32,sFkbhtWgNcQwqpB,VxjYsgaSku,,,VXdYeZQbWD,,Northern Territory,0,0,sfkbhtwgncqwqpb,9272920275,8329161562,grkLEmAKCoXWsRuz,fanwipavuc@outlook.com,NVefZEUPiXBdvTGH,hXIbvYqwyHkD,sQHimczetSudoh,1,0,dJLIzBAV,,932,New,0
33,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
34,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
35,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
36,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
37,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
38,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
39,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
40,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
41,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
42,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
43,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
44,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
45,UGSDfudwQE,BkoVUQwCYlqJy,,,wYJaIUoTkWLy,,Northern Territory,0,0,ugsdfudwqe,6852814044,8460133076,HBtmGnfIjdXwsWcQ,kicjenuqet@outlook.com,wlvxWhReNdoOiD,DxcBYMIiQtWfP,mUydzZvPBc,1,0,BLwPjtbJlSmi,,932,New,0
46,TeDClcLtQq,wlZWkMxKEQ,,,AZctSOnkvINFxmMr,,Northern Territory,0,0,tedclcltqq,5524923150,2099798992,WPCFnDHMZlJfmI,kicjenuqet@outlook.com,MswoipDfvubHdaX,LmuwjZXCDne,DbmQdpBtlwVoT,1,0,zCweZncbdrts,,932,New,0
47,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
48,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
49,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
50,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
51,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
52,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
53,1,1,,,1,,Queensland,1,0,1,1,1,1,1,1,1,1,1,0,1,,1,New,0
54,"?Artificial intelligence creates content for the site, no worse than a copywriter, you can also use it to write articles. 100% uniqueness, scheduled p",gkqcrg2,,,lcpozg,,Northern Territory,0,0,?artificial-intelligence-creates-content-for-the-s,757807868510,hiw0d2,e8ue7li,nickterp@gmailwe.com,https://stanford.io/3FXszd0?h=7615ccda3d6ea25cf3d6f6b392be1b12&,oc1xnxny,mfws7d,1,0,0v0z2alk,,932,New,0
55,wbZhdFgKsoR,kDTxtSRd,,,NFEKsjlAqaT,,Northern Territory,0,0,wbzhdfgksor,8771277822,4818285256,QxadUJEnhrW,honourjoanso6qm@outlook.com,NXaCLwsG,LxHJPyXIiz,rOwldkbIMoFBpaU,1,0,HgMhyePnTGCVR,,932,New,0
56,nDypifONq,jqhFUuaSBJsy,,,iJQKvLgNThlBZdy,,Northern Territory,0,0,ndypifonq,4133789340,8822358897,eKVktsax,honourjoanso6qm@outlook.com,YNQKMCuia,KqntuPODmfLH,RreBPQOsw,1,0,gwSRFDhH,,932,New,0
57,NULL,,"RM 204, 41 Fisher ST",,Petersham,Petersham,NSW,2049,14,icwl,61474539524,,,dpr@w-d.biz,creativeweblogic.site,Daniel Ruul,NULL,1,0,,Hello There.,934,New,11
58,NULL,,"RM 204, 41 Fisher ST",,Petersham,Petersham,NSW,2049,14,dist.cpanel-hosting.info,61474539524,,,danielruul78@gmail.com,w-d.biz,Daniel Ruul,NULL,1,0,,Hello WOrld,934,New,31
59,NULL,,"RM 204, 41 Fisher ST",,Petersham,Petersham,NSW,2049,14,dist.cpanel-hosting.info,61474539524,,,danielruul78@gmail.com,w-d.biz,Daniel Ruul,NULL,1,0,,Hello WOrld,934,New,32
60,NULL,,"RM 204, 41 Fisher ST",,Petersham,Petersham,NSW,2049,14,dist.cpanel-hosting.info,61474539524,,,danielruul78@gmail.com,w-d.biz,Daniel Ruul,NULL,1,0,,Hello WOrld,934,New,33
61,NULL,,"RM 204, 41 Fisher ST, Petersham",,Sydney,Sydney,New South Wales,2049,14,dist.cpanel-hosting.info,61474539524,61280033457,,danielruul78@gmail.com,w-d.biz,Daniel Ruul,NULL,1,0,,Hello WOrld,934,New,34
62,NULL,,"RM 204, 41 Fisher ST, Petersham",,Sydney,Sydney,New South Wales,2049,14,dist.cpanel-hosting.info,61474539524,61280033457,,danielruul78@gmail.com,w-d.biz,Daniel Ruul,NULL,1,0,,Hello WOrld,934,New,35
63,NULL,,"RM 204, 41 Fisher ST, Petersham",,Sydney,Sydney,New South Wales,2049,14,dist.cpanel-hosting.info,61474539524,61280033457,,webmaster@sydneygardening.info,w-d.biz,Daniel Ruul,NULL,1,0,,Hello WOrld,934,New,36
64,NULL,,"RM 204, 41 Fisher ST, Petersham",,Sydney,Sydney,New South Wales,2049,14,dist.cpanel-hosting.info,61474539524,61280033457,,webmaster@sydneygardening.info,w-d.biz,Daniel Ruul,NULL,1,0,,Hello WOrld,934,New,37
65,NULL,,"RM 204, 41 Fisher ST, Petersham",,Sydney,Sydney,New South Wales,2049,14,dist.cpanel-hosting.info,61474539524,61280033457,,webmaster@sydneygardening.info,w-d.biz,Daniel Ruul,NULL,1,0,,Hello WOrld,934,New,38
66,NULL,,"RM 204, 41 Fisher ST",,Petersham,Petersham,NSW,2049,14,127.0.0.1:8080,61474539524,61474539524,,webmaster@sydneygardening.info,http://creativeweblogic.net,Daniel Ruul,NULL,1,0,,,934,New,39
67,NULL,,"RM 204, 41 Fisher ST",,Petersham,Petersham,NSW,2049,14,ovh-virtualmin.sitemanage.info,61474539524,,,info@creativelogistics.site,,Daniel Ruul,NULL,1,0,,,934,New,40
68,NULL,,"RM 204, 41 Fisher ST",,Petersham,Petersham,NSW,2049,14,icwl.great-site.net,61474539524,,,danielruul78@gmail.com,,Daniel Ruul,NULL,1,0,,,934,New,41
69,NULL,,"RM 204, 41 Fisher ST",,Petersham,Petersham,NSW,2049,14,asura-reseller.sitemanage.info,61474539524,,,info@creativelogistics.site,creativelogistics.site,Daniel Ruul,NULL,1,0,,,934,New,42
